Name,Party,Office,Distid,Total from Gun Control,Total From Gun Rights,Gun Control Support,Gun Control Opposed,Gun Rights Support,Gun Rights Opposed,Stateid,Total Funding,Stance,log_grights,log_gcontrol,log_totalfund
"Hurd, Will",Republican,House,TX23,0,86900,0,861,18592,0,TX,86900,Rights,11.372524818667134,0.0,11.372524818667134
"Tipton, Scott",Republican,House,CO03,0,85480,0,861,85264,0,CO,85480,Rights,11.356049408007612,0.0,11.356049408007612
"McCaul, Michael",Republican,House,TX10,0,85250,0,861,4087,0,TX,85250,Rights,11.353355125282244,0.0,11.353355125282244
"Daines, Steven",Republican,Senate,MTS2,0,85180,0,861,99389,0,MT,85180,Rights,11.352533683253327,0.0,11.352533683253327
"Gardner, Cory",Republican,Senate,COS2,0,84396,0,861,1328820,59935,CO,84396,Rights,11.343287134928612,0.0,11.343287134928612
"Crapo, Mike",Republican,Senate,IDS2,0,82540,0,861,6389,0,ID,82540,Rights,11.3210504185712,0.0,11.3210504185712
"Rodgers, Cathy McMorris",Republican,House,WA05,0,80447,0,12861,10970,0,WA,80447,Rights,11.29536629194992,0.0,11.29536629194992
"Thornberry, Mac",Republican,House,TX13,0,80300,0,861,1897,0,TX,80300,Rights,11.293537353157436,0.0,11.293537353157436
"Walberg, Tim",Republican,House,MI07,0,80100,0,861,85623,0,MI,80100,Rights,11.291043617373028,0.0,11.291043617373028
"Duffy, Sean P",Republican,House,WI07,0,78109,0,861,78581,0,WI,78109,Rights,11.265873368604343,0.0,11.265873368604343
"Aderholt, Robert B",Republican,House,AL04,0,77042,0,861,17341,0,AL,77042,Rights,11.252118986523802,0.0,11.252118986523802
"Hartzler, Vicky",Republican,House,MO04,0,76345,0,861,48665,0,MO,76345,Rights,11.243030918966566,0.0,11.243030918966566
"Cotton, Tom",Republican,Senate,ARS1,0,75175,0,861,1965941,0,AR,75175,Rights,11.227587310062901,0.0,11.227587310062901
"Simpson, Mike",Republican,House,ID02,0,75083,0,861,342720,0,ID,75083,Rights,11.226362765786364,0.0,11.226362765786364
"Graves, Sam",Republican,House,MO06,0,74600,0,861,60504,0,MO,74600,Rights,11.219909190927746,0.0,11.219909190927746
"Carter, John",Republican,House,TX31,0,71000,0,861,4663,0,TX,71000,Rights,11.170449240431308,0.0,11.170449240431308
"Smith, Adrian",Republican,House,NE03,0,70394,0,861,0,0,NE,70394,Rights,11.161877516896627,0.0,11.161877516896627
"Lucas, Frank D",Republican,House,OK03,0,70324,0,861,5599,0,OK,70324,Rights,11.160882633358058,0.0,11.160882633358058
"Wicker, Roger",Republican,Senate,MSS2,0,68800,0,861,60980,0,MS,68800,Rights,11.138973558699526,0.0,11.138973558699526
"Rogers, Hal",Republican,House,KY05,0,68650,0,861,693,0,KY,68650,Rights,11.136790977732414,0.0,11.136790977732414
"Cramer, Kevin",Republican,Senate,NDS2,0,67770,0,861,3080,0,ND,67770,Rights,11.123889653812942,0.0,11.123889653812942
"Latta, Robert E",Republican,House,OH05,0,67490,0,861,22812,0,OH,67490,Rights,11.11974953463761,0.0,11.11974953463761
"McHenry, Patrick",Republican,House,NC10,0,67131,0,861,7818,0,NC,67131,Rights,11.11441610942807,0.0,11.11441610942807
"Stivers, Steve",Republican,House,OH15,0,66050,0,861,43553,0,OH,66050,Rights,11.098182449881282,0.0,11.098182449881282
"Bishop, Rob",Republican,House,UT01,0,65950,0,861,402,0,UT,65950,Rights,11.096667321032777,0.0,11.096667321032777
"Harris, Andy",Republican,House,MD01,0,65797,0,861,3573,0,MD,65797,Rights,11.09434472171469,0.0,11.09434472171469
"Conaway, Mike",Republican,House,TX11,0,65150,0,861,1603,0,TX,65150,Rights,11.08446293162936,0.0,11.08446293162936
"Amodei, Mark",Republican,House,NV02,0,64115,0,861,27991,0,NV,64115,Rights,11.068449221745771,0.0,11.068449221745771
"Bishop, Sanford",Democrat,House,GA02,500,61315,0,861,527,0,GA,61815,Rights,11.023796099285997,6.2166061010848646,11.03191750961342
"Scott, Rick",Republican,Senate,FLS1,0,60402,0,526905,0,0,FL,60402,Rights,11.008794051563621,0.0,11.008794051563621
"Cassidy, Bill",Republican,Senate,LAS1,0,60103,0,342132,409201,0,LA,60103,Rights,11.003831674048996,0.0,11.003831674048996
"Hawley, Josh",Republican,Senate,MOS2,0,59660,0,0,697080,0,MO,59660,Rights,10.99643381957761,0.0,10.99643381957761
"Beutler, Jaime Herrera",Republican,House,WA03,0,58970,0,861,84848,0,WA,58970,Rights,10.984801076625908,0.0,10.984801076625908
"Barrasso, John A",Republican,Senate,WYS1,0,58899,0,861,4140,0,WY,58899,Rights,10.983596369639677,0.0,10.983596369639677
"Handel, Karen",Republican,House,GA06,0,58813,0,108930,27402,0,GA,58813,Rights,10.98213520078464,0.0,10.98213520078464
"Capito, Shelley Moore",Republican,Senate,WVS2,0,58200,0,861,93910,0,WV,58200,Rights,10.971657815702502,0.0,10.971657815702502
"Granger, Kay",Republican,House,TX12,0,58010,0,861,1670,0,TX,58010,Rights,10.968387926718702,0.0,10.968387926718702
"Kennedy, John",Republican,Senate,LAS2,0,56750,0,861,205888,0,LA,56750,Rights,10.946428556333773,0.0,10.946428556333773
"Isakson, Johnny",Republican,Senate,GAS2,0,56450,0,861,116240,0,GA,56450,Rights,10.941128284212754,0.0,10.941128284212754
"Moran, Jerry",Republican,Senate,KSS2,0,54500,0,861,15368,0,KS,54500,Rights,10.905974329106854,0.0,10.905974329106854
"Shimkus, John M",Republican,House,IL15,0,54400,0,861,15132,0,IL,54400,Rights,10.904137815028022,0.0,10.904137815028022
"Wilson, Joe",Republican,House,SC02,0,53889,0,861,321,2094,SC,53889,Rights,10.894700210927542,0.0,10.894700210927542
"Risch, James E",Republican,Senate,IDS1,0,52550,0,861,0,0,ID,52550,Rights,10.869539405619758,0.0,10.869539405619758
"Hoeven, John",Republican,Senate,NDS1,0,52400,0,861,6650,0,ND,52400,Rights,10.866680954096502,0.0,10.866680954096502
