"Sex","Race/Ethnicity","Age Group","First Year","Last Year","Cause of Injury","Injuries","Population","records","cv","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","All","2001","2017","Self-harm Firearm Gunshot","63,672","5200905664","1137","0.388","1.22424831584101","1.21"
