"Sex","Race/Ethnicity","Age Group","First Year","Last Year","Cause of Injury","Injuries","Population","records","cv","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","All","2001","2017","Self-harm Cut/Pierce","1,533,853","5200905664","26451","0.088","29.4920365623459","30.02"
